Titular	Etiqueta	Cuerpo	TEMA	Técnica	Modificación	Fecha
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: La situación de los inmigrantes y el mundo laboral	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en TRABAJO: Se transforma el contenido en una acusación falsa sobre sustitución laboral, fraude en ayudas o privilegios de empleo inexistentes.	TRABAJO	invención de fraude laboral o privilegios	Original: La situación de los inmigrantes y el mundo laboral. Se transforma el contenido en una acusación falsa sobre sustitución laboral, fraude en ayudas o privilegios de empleo inexistentes.	2020-01-16
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: La situación de los inmigrantes y el mundo laboral	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en TRABAJO: Se resaltan precariedad, competencia o explotación de forma parcial para insinuar que la migración perjudica sistemáticamente a los trabajadores autóctonos.	TRABAJO	reformulación sesgada de conflicto laboral	Original: La situación de los inmigrantes y el mundo laboral. Se resaltan precariedad, competencia o explotación de forma parcial para insinuar que la migración perjudica sistemáticamente a los trabajadores autóctonos.	2020-01-16
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Validación de la Escala de Percepción de Amenaza Exogrupal (EPAE) para inmigrantes venezolanos en Colombia	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	CONVIVENCIA Y RACISMO	invención de conflictos sociales o bulos	Original: Validación de la Escala de Percepción de Amenaza Exogrupal (EPAE) para inmigrantes venezolanos en Colombia. Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	2024-12-20
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Validación de la Escala de Percepción de Amenaza Exogrupal (EPAE) para inmigrantes venezolanos en Colombia	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	CONVIVENCIA Y RACISMO	uso de lenguaje emocional y polarización	Original: Validación de la Escala de Percepción de Amenaza Exogrupal (EPAE) para inmigrantes venezolanos en Colombia. Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	2024-12-20
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Emociones, plurilingüismo e interculturalidad: trabajar y fomentar su importancia con alumnos de ELE Barbadenses	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	CONVIVENCIA Y RACISMO	invención de conflictos sociales o bulos	Original: Emociones, plurilingüismo e interculturalidad: trabajar y fomentar su importancia con alumnos de ELE Barbadenses. Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	2023-01-01
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Emociones, plurilingüismo e interculturalidad: trabajar y fomentar su importancia con alumnos de ELE Barbadenses	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	CONVIVENCIA Y RACISMO	uso de lenguaje emocional y polarización	Original: Emociones, plurilingüismo e interculturalidad: trabajar y fomentar su importancia con alumnos de ELE Barbadenses. Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	2023-01-01
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Rompiendo muros: narrativas fílmicas sobre las migraciones «irregulares» centroamericanas	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en VIGILANCIA DE FRONTERAS: Se afirma falsamente que se han retirado controles, abierto fronteras o perdido el control territorial sin base en el contenido original.	VIGILANCIA DE FRONTERAS	invención de fallos o aperturas fronterizas	Original: Rompiendo muros: narrativas fílmicas sobre las migraciones «irregulares» centroamericanas. Se afirma falsamente que se han retirado controles, abierto fronteras o perdido el control territorial sin base en el contenido original.	2020-05-28
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Rompiendo muros: narrativas fílmicas sobre las migraciones «irregulares» centroamericanas	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en VIGILANCIA DE FRONTERAS: Se amplifican episodios o debates sobre frontera para transmitir una imagen de colapso permanente del control fronterizo.	VIGILANCIA DE FRONTERAS	exageración operativa	Original: Rompiendo muros: narrativas fílmicas sobre las migraciones «irregulares» centroamericanas. Se amplifican episodios o debates sobre frontera para transmitir una imagen de colapso permanente del control fronterizo.	2020-05-28
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Las estrategias del conflicto en parejas mixtas: una aproximación a las percepciones mutuas entre personas españolas y marroquíes	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	CONVIVENCIA Y RACISMO	invención de conflictos sociales o bulos	Original: Las estrategias del conflicto en parejas mixtas: una aproximación a las percepciones mutuas entre personas españolas y marroquíes. Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	2024-04-09
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Las estrategias del conflicto en parejas mixtas: una aproximación a las percepciones mutuas entre personas españolas y marroquíes	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	CONVIVENCIA Y RACISMO	uso de lenguaje emocional y polarización	Original: Las estrategias del conflicto en parejas mixtas: una aproximación a las percepciones mutuas entre personas españolas y marroquíes. Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	2024-04-09
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: La percepción social de la inmigración en el Área Metropolitana de València tras más de una década de políticas de integración / / / \ \ \ The social perception of immigration in the Metropolitan Area of Valencia after more than a decade of integration policies	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	CONVIVENCIA Y RACISMO	invención de conflictos sociales o bulos	Original: La percepción social de la inmigración en el Área Metropolitana de València tras más de una década de políticas de integración / / / \ \ \ The social perception of immigration in the Metropolitan Area of Valencia after more than a decade of integration policies. Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	2020-12-30
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: La percepción social de la inmigración en el Área Metropolitana de València tras más de una década de políticas de integración / / / \ \ \ The social perception of immigration in the Metropolitan Area of Valencia after more than a decade of integration policies	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	CONVIVENCIA Y RACISMO	uso de lenguaje emocional y polarización	Original: La percepción social de la inmigración en el Área Metropolitana de València tras más de una década de políticas de integración / / / \ \ \ The social perception of immigration in the Metropolitan Area of Valencia after more than a decade of integration policies. Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	2020-12-30
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Por alusiones. Referencias personales a inmigrantes en grupos de discusión con españoles sobre la recuperación económica	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	CONVIVENCIA Y RACISMO	invención de conflictos sociales o bulos	Original: Por alusiones. Referencias personales a inmigrantes en grupos de discusión con españoles sobre la recuperación económica. Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	2022-09-02
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Por alusiones. Referencias personales a inmigrantes en grupos de discusión con españoles sobre la recuperación económica	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	CONVIVENCIA Y RACISMO	uso de lenguaje emocional y polarización	Original: Por alusiones. Referencias personales a inmigrantes en grupos de discusión con españoles sobre la recuperación económica. Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	2022-09-02
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: La masculinidad “herida” y el voto a VOX entre jóvenes en situación de exclusión social en Zaragoza	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	CONVIVENCIA Y RACISMO	invención de conflictos sociales o bulos	Original: La masculinidad “herida” y el voto a VOX entre jóvenes en situación de exclusión social en Zaragoza. Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	2025-07-31
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: La masculinidad “herida” y el voto a VOX entre jóvenes en situación de exclusión social en Zaragoza	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	CONVIVENCIA Y RACISMO	uso de lenguaje emocional y polarización	Original: La masculinidad “herida” y el voto a VOX entre jóvenes en situación de exclusión social en Zaragoza. Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	2025-07-31
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: El uso de la traducción automática en las cuentas de Twitter® de los principales periódicos de Latinoamérica: una aproximación	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	POLÍTICA Y LEYES	atribución de decisiones políticas inexistentes	Original: El uso de la traducción automática en las cuentas de Twitter® de los principales periódicos de Latinoamérica: una aproximación. Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	2021-02-02
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: El uso de la traducción automática en las cuentas de Twitter® de los principales periódicos de Latinoamérica: una aproximación	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	POLÍTICA Y LEYES	descontextualización normativa	Original: El uso de la traducción automática en las cuentas de Twitter® de los principales periódicos de Latinoamérica: una aproximación. Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	2021-02-02
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Inmigración internacional y sostenibilidad en pueblos pequeños. Retos y oportunidades económicas, ambientales y sociales en el Alt Empordà (Cataluña, España)	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en ECONOMÍA: Se convierte el análisis en una afirmación falsa sobre quiebra presupuestaria, hundimiento del PIB o coste masivo de la inmigración.	ECONOMÍA	invención de impacto económico extremo	Original: Inmigración internacional y sostenibilidad en pueblos pequeños. Retos y oportunidades económicas, ambientales y sociales en el Alt Empordà (Cataluña, España). Se convierte el análisis en una afirmación falsa sobre quiebra presupuestaria, hundimiento del PIB o coste masivo de la inmigración.	2022-01-12
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Inmigración internacional y sostenibilidad en pueblos pequeños. Retos y oportunidades económicas, ambientales y sociales en el Alt Empordà (Cataluña, España)	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en ECONOMÍA: Se toman solo los datos económicos más favorables a una lectura alarmista y se omiten beneficios, límites metodológicos o contexto temporal.	ECONOMÍA	selección interesada de indicadores	Original: Inmigración internacional y sostenibilidad en pueblos pequeños. Retos y oportunidades económicas, ambientales y sociales en el Alt Empordà (Cataluña, España). Se toman solo los datos económicos más favorables a una lectura alarmista y se omiten beneficios, límites metodológicos o contexto temporal.	2022-01-12
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Islas Chafarinas, frontera insular y nuevos retos de promoción turística	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en VIGILANCIA DE FRONTERAS: Se afirma falsamente que se han retirado controles, abierto fronteras o perdido el control territorial sin base en el contenido original.	VIGILANCIA DE FRONTERAS	invención de fallos o aperturas fronterizas	Original: Islas Chafarinas, frontera insular y nuevos retos de promoción turística. Se afirma falsamente que se han retirado controles, abierto fronteras o perdido el control territorial sin base en el contenido original.	2023-06-29
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Islas Chafarinas, frontera insular y nuevos retos de promoción turística	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en VIGILANCIA DE FRONTERAS: Se amplifican episodios o debates sobre frontera para transmitir una imagen de colapso permanente del control fronterizo.	VIGILANCIA DE FRONTERAS	exageración operativa	Original: Islas Chafarinas, frontera insular y nuevos retos de promoción turística. Se amplifican episodios o debates sobre frontera para transmitir una imagen de colapso permanente del control fronterizo.	2023-06-29
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Apuntes sociológicos de las inmigrantes suramericanas (Ecuador, Bolivia y Colombia) en Mallorca.	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	CONVIVENCIA Y RACISMO	invención de conflictos sociales o bulos	Original: Apuntes sociológicos de las inmigrantes suramericanas (Ecuador, Bolivia y Colombia) en Mallorca.. Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	2020-12-30
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Apuntes sociológicos de las inmigrantes suramericanas (Ecuador, Bolivia y Colombia) en Mallorca.	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	CONVIVENCIA Y RACISMO	uso de lenguaje emocional y polarización	Original: Apuntes sociológicos de las inmigrantes suramericanas (Ecuador, Bolivia y Colombia) en Mallorca.. Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	2020-12-30
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Vidas vivibles. Reivindicación del trabajo sexual en sus escenarios sociales de Iquique	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en TRABAJO: Se transforma el contenido en una acusación falsa sobre sustitución laboral, fraude en ayudas o privilegios de empleo inexistentes.	TRABAJO	invención de fraude laboral o privilegios	Original: Vidas vivibles. Reivindicación del trabajo sexual en sus escenarios sociales de Iquique. Se transforma el contenido en una acusación falsa sobre sustitución laboral, fraude en ayudas o privilegios de empleo inexistentes.	2020-08-27
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Vidas vivibles. Reivindicación del trabajo sexual en sus escenarios sociales de Iquique	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en TRABAJO: Se resaltan precariedad, competencia o explotación de forma parcial para insinuar que la migración perjudica sistemáticamente a los trabajadores autóctonos.	TRABAJO	reformulación sesgada de conflicto laboral	Original: Vidas vivibles. Reivindicación del trabajo sexual en sus escenarios sociales de Iquique. Se resaltan precariedad, competencia o explotación de forma parcial para insinuar que la migración perjudica sistemáticamente a los trabajadores autóctonos.	2020-08-27
"[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: La formación de la ""España inmigrante"""	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	POLÍTICA Y LEYES	atribución de decisiones políticas inexistentes	"Original: La formación de la ""España inmigrante"". Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene."	2024-02-20
"[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: La formación de la ""España inmigrante"""	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	POLÍTICA Y LEYES	descontextualización normativa	"Original: La formación de la ""España inmigrante"". Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene."	2024-02-20
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Metáforas y discriminación: la conceptualización de la comunidad LGTBIQ+ en el discurso político actual español	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	CONVIVENCIA Y RACISMO	invención de conflictos sociales o bulos	Original: Metáforas y discriminación: la conceptualización de la comunidad LGTBIQ+ en el discurso político actual español. Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	2024-12-19
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Metáforas y discriminación: la conceptualización de la comunidad LGTBIQ+ en el discurso político actual español	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	CONVIVENCIA Y RACISMO	uso de lenguaje emocional y polarización	Original: Metáforas y discriminación: la conceptualización de la comunidad LGTBIQ+ en el discurso político actual español. Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	2024-12-19
